Company,Folder,File Name,Transcript
teco,job_classification,1436.ulaw,Manager administrative services.
teco,job_classification,1437.ulaw,"Manager air programs,"
teco,job_classification,1438.ulaw,"Manager, AMI Strategic Solutions."
teco,job_classification,1439.ulaw,"Manager, AMI CRB integration."
teco,job_classification,1440.ulaw,"Manager, application development and support."
teco,job_classification,1441.ulaw,"Manager asset management,"
teco,job_classification,1442.ulaw,"Manager, asset management and perf, ED."
teco,job_classification,1443.ulaw,Manager Audit Services Financial.
teco,job_classification,1444.ulaw,"Manager audit services, IT,"
teco,job_classification,1445.ulaw,Manager billing and exceptions.
teco,job_classification,1446.ulaw,Manager budgeting and planning TSI.
teco,job_classification,1447.ulaw,Manager business strategy and energy policy.
teco,job_classification,1448.ulaw,Manager CE business solutions.
teco,job_classification,1449.ulaw,Manager CE strategy.
teco,job_classification,1450.ulaw,"Manager, claims and litigation."
teco,job_classification,1451.ulaw,"Manager, coalfield and byproducts operations."
teco,job_classification,1452.ulaw,"Manager compensation and retirement,"
teco,job_classification,1453.ulaw,Manager compliance and audit.
teco,job_classification,1454.ulaw,Manager construction.
teco,job_classification,1455.ulaw,"Manager construction project management,"
teco,job_classification,1456.ulaw,Manager contract administration and compliance.
teco,job_classification,1457.ulaw,Manager corporate business development.
teco,job_classification,1458.ulaw,Manager corporate accounting.
teco,job_classification,1459.ulaw,Manager corporate cash.
teco,job_classification,1460.ulaw,Manager corporate taxes.
teco,job_classification,1461.ulaw,Manager creative services.
teco,job_classification,1462.ulaw,Manager customer experience and processes.
teco,job_classification,1463.ulaw,Manager customer experience center.
teco,job_classification,1464.ulaw,"Manager customer service training,"
teco,job_classification,1465.ulaw,Manager customer solutions
teco,job_classification,1466.ulaw,"Manager, cybersecurity operation center."
teco,job_classification,1467.ulaw,Manager desktop support and performance management.
teco,job_classification,1468.ulaw,Manager distribution engineering and ops.
teco,job_classification,1469.ulaw,"Manager distribution services,"
teco,job_classification,1470.ulaw,"Manager, ed financial analysis and planning."
teco,job_classification,1471.ulaw,"Manager, employee, and labor relations."
teco,job_classification,1472.ulaw,Manager energy settlements.
teco,job_classification,1473.ulaw,"Manager engineering,"
teco,job_classification,1474.ulaw,"Manager, engineering and maintenance."
teco,job_classification,1475.ulaw,Manager engineering t.
teco,job_classification,1476.ulaw,"Manager, environmental."
teco,job_classification,1477.ulaw,Manager facility services.
teco,job_classification,1478.ulaw,Manager FERC compliance.
teco,job_classification,1479.ulaw,Manager field operations.
teco,job_classification,1480.ulaw,"Manager fleet services, t."
teco,job_classification,1481.ulaw,Manager gas and power trading.
teco,job_classification,1482.ulaw,Manager generation planning.
teco,job_classification,1483.ulaw,Manager grid operations.
teco,job_classification,1484.ulaw,"Manager, health care."
teco,job_classification,1485.ulaw,"Manager, human performance, e s."
teco,job_classification,1486.ulaw,"Manager, human resources."
teco,job_classification,1487.ulaw,Manager IT asset and vendor relationship management.
teco,job_classification,1488.ulaw,Manager laboratory services.
teco,job_classification,1489.ulaw,Manager land and stewardship programs.
teco,job_classification,1490.ulaw,Manager lighting.
teco,job_classification,1491.ulaw,"Manager, line clearance and construction services."
teco,job_classification,1492.ulaw,Manager maintenance.
teco,job_classification,1493.ulaw,"Manager, maintenance planning and contract services."
teco,job_classification,1494.ulaw,"Manager, material research recovery in stores."
teco,job_classification,1495.ulaw,"Manager, media and public relations."
teco,job_classification,1496.ulaw,Manager meter services.
teco,job_classification,1497.ulaw,"Manager, network ops and broadband engineering."
teco,job_classification,1498.ulaw,Manager operations.
teco,job_classification,1499.ulaw,Manager procurement and contracts.
teco,job_classification,1500.ulaw,"Manager, program management office."
teco,job_classification,1501.ulaw,Manager purchasing an inventory.
teco,job_classification,1502.ulaw,Manager regulatory coordination.
teco,job_classification,1503.ulaw,"Manager, regulatory plant accounting."
teco,job_classification,1504.ulaw,"Manager regulatory rates,"
teco,job_classification,1505.ulaw,"Manager, residential energy management services."
teco,job_classification,1506.ulaw,"Manager, resource management."
teco,job_classification,1507.ulaw,"Manager, safety and industrial health, ED."
teco,job_classification,1508.ulaw,Manager SAP COE business process and reporting.
teco,job_classification,1509.ulaw,Manager SAP COE project business relations and education management.
teco,job_classification,1510.ulaw,Manager service desk and access administration.
teco,job_classification,1511.ulaw,Manager SOX compliance.
teco,job_classification,1512.ulaw,"Manager, strategic and financial analysis."
teco,job_classification,1513.ulaw,"Manager substation engineering and grid mod,"
teco,job_classification,1514.ulaw,Manager substation operations.
teco,job_classification,1515.ulaw,"Manager supplier diversity,"
teco,job_classification,1516.ulaw,Manager support services.
teco,job_classification,1517.ulaw,Manager system planning and project management.
teco,job_classification,1518.ulaw,Manager system service.
teco,job_classification,1519.ulaw,Manager system software.
teco,job_classification,1520.ulaw,"Manager talent management,"
teco,job_classification,1521.ulaw,Manager taxes other than income.
teco,job_classification,1522.ulaw,"Manager transmission engineering,"
teco,job_classification,1523.ulaw,Manager transmission operations.
teco,job_classification,1524.ulaw,Manager transmission tariff and contracts.
teco,job_classification,1525.ulaw,"Manager, Unified Communications."
teco,job_classification,1526.ulaw,Manager unit commitment.
teco,job_classification,1527.ulaw,Manager utility tax.
teco,job_classification,1528.ulaw,"Manager, warehousing and stores."
teco,job_classification,1529.ulaw,"Manager, wholesale business development."
teco,job_classification,1530.ulaw,"Manager, workforce management and planning."
teco,job_classification,1531.ulaw,"Manager, Zapcap Systems."
teco,job_classification,1532.ulaw,"Managing director, business strategy policy and analysis."
teco,job_classification,1533.ulaw,"Managing director, wholesale power, planning, and fuels."
teco,job_classification,1534.ulaw,"Material technologist,"
teco,job_classification,1535.ulaw,"Material technologist senior,"
teco,job_classification,1536.ulaw,"Materials processor, s."
teco,job_classification,1537.ulaw,Mechanic facility service.
teco,job_classification,1538.ulaw,"Mechanic garage 3,"
teco,job_classification,1539.ulaw,Mechanic two facility service Jen.
teco,job_classification,1540.ulaw,Mechanic two facility service HVAC.
teco,job_classification,1541.ulaw,"Mechanic certified welder,"
teco,job_classification,1542.ulaw,"Meter data specialist,"
teco,job_classification,1543.ulaw,"Meter mechanic a,"
teco,job_classification,1544.ulaw,"Meter mechanic b,"
teco,job_classification,1545.ulaw,"Meter mechanic c,"
teco,job_classification,1546.ulaw,Meter services rep two.
teco,job_classification,1547.ulaw,Meter technical assistant.
teco,job_classification,1548.ulaw,"Meter worker,"
teco,job_classification,1549.ulaw,Metrics and systems support analyst.
teco,job_classification,1550.ulaw,Mobile device specialist.
teco,job_classification,1551.ulaw,NERC cybersecurity controls analyst.
teco,job_classification,1552.ulaw,NERC cybersecurity controls analyst senior.
teco,job_classification,1553.ulaw,"NERC patching administrator,"
teco,job_classification,1554.ulaw,Network and systems analyst consultant.
teco,job_classification,1555.ulaw,Network and systems analyst lead.
teco,job_classification,1556.ulaw,Network and systems analyst senior.
teco,job_classification,1557.ulaw,"Network operations technician,"
teco,job_classification,1558.ulaw,"Office supervisor, ESS."
teco,job_classification,1559.ulaw,"Office supervisor, fleet."
teco,job_classification,1560.ulaw,Operations specialist.
teco,job_classification,1561.ulaw,Paralegal.
teco,job_classification,1562.ulaw,Payroll analyst.
teco,job_classification,1563.ulaw,Payroll analyst lead.
teco,job_classification,1564.ulaw,Payroll processor one.
teco,job_classification,1565.ulaw,Payroll processor senior.
teco,job_classification,1566.ulaw,Physical security coordinator.
teco,job_classification,1567.ulaw,"Physical security coordinator, access controls."
teco,job_classification,1568.ulaw,Piping technician.
teco,job_classification,1569.ulaw,"Piping technician senior,"
teco,job_classification,1570.ulaw,Planner estimator.
teco,job_classification,1571.ulaw,Planner estimator one.
teco,job_classification,1572.ulaw,Planner estimator two.
teco,job_classification,1573.ulaw,"Planner estimator three,"
teco,job_classification,1574.ulaw,Planner scheduler.
teco,job_classification,1575.ulaw,Planner schedule or Bayside.
teco,job_classification,1576.ulaw,Planner scheduler one.
teco,job_classification,1577.ulaw,Planner scheduler senior.
teco,job_classification,1578.ulaw,Planner scheduler senior meter ops.
teco,job_classification,1579.ulaw,Planning associate.
teco,job_classification,1580.ulaw,Plant accountant senior.
teco,job_classification,1581.ulaw,Plant accounting specialist senior.
teco,job_classification,1582.ulaw,"Plant operator,"
teco,job_classification,1583.ulaw,Plumber two facility services.
teco,job_classification,1584.ulaw,PowerTrader.
teco,job_classification,1585.ulaw,"President and CEO, Tampa Electric."
teco,job_classification,1586.ulaw,"President, TECO Services Incorporated."
teco,job_classification,1587.ulaw,Printing and duplicating specialist.
teco,job_classification,1588.ulaw,"Program manager,"
teco,job_classification,1589.ulaw,"Program manager, COM EM,"
teco,job_classification,1590.ulaw,"Program specialist, Zaccap Systems."
teco,job_classification,1591.ulaw,"Program support assistant, one."
teco,job_classification,1592.ulaw,Program support assistant two.
teco,job_classification,1593.ulaw,Project controls analyst.
teco,job_classification,1594.ulaw,Project controls analyst lead.
teco,job_classification,1595.ulaw,"Project controls analyst senior,"
teco,job_classification,1596.ulaw,"Project controls manager,"
teco,job_classification,1597.ulaw,Project coordinator.
teco,job_classification,1598.ulaw,Project director.
teco,job_classification,1599.ulaw,"Project director, renewables."
teco,job_classification,1600.ulaw,Project manager.
teco,job_classification,1601.ulaw,"Project manager AMI,"
teco,job_classification,1602.ulaw,"Project manager, emergency management, and business construction."
teco,job_classification,1603.ulaw,"Project manager one,"
teco,job_classification,1604.ulaw,"Project manager one, customer experience."
teco,job_classification,1605.ulaw,"Project manager one e s,"
teco,job_classification,1606.ulaw,"Project manager two,"
teco,job_classification,1607.ulaw,"Project manager two, renewables."
teco,job_classification,1608.ulaw,Project superintendent.
teco,job_classification,1609.ulaw,"Project support assistant,"
teco,job_classification,1610.ulaw,Project support assistant senior.
teco,job_classification,1611.ulaw,Public relations specialist.
teco,job_classification,1612.ulaw,Radio electrician two.
teco,job_classification,1613.ulaw,Real estate analyst.
teco,job_classification,1614.ulaw,Real estate representative two.
teco,job_classification,1615.ulaw,Records clerk.
teco,job_classification,1616.ulaw,Recruiter.
teco,job_classification,1617.ulaw,Regional manager.
teco,job_classification,1618.ulaw,"Regulatory accountant,"
teco,job_classification,1619.ulaw,"Regulatory accounting analyst senior,"
teco,job_classification,1620.ulaw,"Regulatory accounting lead,"
teco,job_classification,1621.ulaw,Regulatory affairs manager.
teco,job_classification,1622.ulaw,Regulatory compliance analyst.
teco,job_classification,1623.ulaw,"Regulatory coordinator,"
teco,job_classification,1624.ulaw,"Regulatory coordinator associate,"
teco,job_classification,1625.ulaw,Regulatory coordinator senior.
teco,job_classification,1626.ulaw,Regulatory plant accountant.
teco,job_classification,1627.ulaw,"Regulatory pricing analyst senior,"
teco,job_classification,1628.ulaw,"Regulatory rate analyst, RH,"
teco,job_classification,1629.ulaw,Regulatory rate analyst associate.
teco,job_classification,1630.ulaw,"Regulatory rate analyst senior,"
teco,job_classification,1631.ulaw,"Reliability technician, ED."
teco,job_classification,1632.ulaw,"Renewable energy manager,"
teco,job_classification,1633.ulaw,Residential billing specialist.
teco,job_classification,1634.ulaw,Residential billing specialist senior.
teco,job_classification,1635.ulaw,Retirement specialist.
teco,job_classification,1636.ulaw,"Retirement leave administrator,"
teco,job_classification,1637.ulaw,"Revenue protection investigator,"
teco,job_classification,1638.ulaw,Revenue protection specialist.
teco,job_classification,1639.ulaw,Risk analyst.
teco,job_classification,1640.ulaw,Risk analyst systems and control.
teco,job_classification,1641.ulaw,"Risk manager,"
teco,job_classification,1642.ulaw,"Safety analyst e d,"
teco,job_classification,1643.ulaw,"SAP Basis Architect,"
teco,job_classification,1644.ulaw,"SAP configurator,"
teco,job_classification,1645.ulaw,SAP configurator lead.
teco,job_classification,1646.ulaw,"SAP security analyst,"
teco,job_classification,1647.ulaw,"SAP training and change manager,"
teco,job_classification,1648.ulaw,SEC financial reporting manager.
teco,job_classification,1649.ulaw,"Security admin analyst,"
teco,job_classification,1650.ulaw,Security admin analyst associate.
teco,job_classification,1651.ulaw,Security admin analyst senior.
teco,job_classification,1652.ulaw,Senior consulting engineer.
teco,job_classification,1653.ulaw,"Senior engineer,"
teco,job_classification,1654.ulaw,"Service area coordinator,"
teco,job_classification,1655.ulaw,Service area coordinator senior.
teco,job_classification,1656.ulaw,Settlement accountant.
teco,job_classification,1657.ulaw,Site manager
teco,job_classification,1658.ulaw,SOX compliance financial analyst senior.
teco,job_classification,1659.ulaw,Spec equipment operation sub.
teco,job_classification,1660.ulaw,"Special utility worker one, facility services."
teco,job_classification,1661.ulaw,Special utility worker one power plants.
teco,job_classification,1662.ulaw,"Special utility worker one, subs department."
teco,job_classification,1663.ulaw,"Senior accounting analyst,"
teco,job_classification,1664.ulaw,"Senior account manager,"
teco,job_classification,1665.ulaw,"Senior administrator facilities,"
teco,job_classification,1666.ulaw,"Senior administrator organizational development,"
teco,job_classification,1667.ulaw,"Senior budget analyst,"
teco,job_classification,1668.ulaw,Senior claims administrator.
teco,job_classification,1669.ulaw,"Senior consulting engineer,"
teco,job_classification,1670.ulaw,"Senior coordinator, emergency management."
teco,job_classification,1671.ulaw,"Senior coordinator, lighting maintenance."
teco,job_classification,1672.ulaw,Senior coordinator marketing and customer comm.
teco,job_classification,1673.ulaw,"Senior coordinator, marketing and customer comm."
teco,job_classification,1674.ulaw,"Senior coordinator, substation construction and maintenance."
teco,job_classification,1675.ulaw,"Senior corporate counsel,"
teco,job_classification,1676.ulaw,Senior corporate tax specialist.
teco,job_classification,1677.ulaw,"Senior engineer,"
teco,job_classification,1678.ulaw,"Senior environmental scientist,"
teco,job_classification,1679.ulaw,"Senior environmental specialist,"
teco,job_classification,1680.ulaw,"Senior environmental tech,"
teco,job_classification,1681.ulaw,"Senior financial auditor,"
teco,job_classification,1682.ulaw,"Senior gas supply operations administrator,"
teco,job_classification,1683.ulaw,Senior information specialist.
teco,job_classification,1684.ulaw,"Senior IT project manager,"
teco,job_classification,1685.ulaw,Senior mail processor.
teco,job_classification,1686.ulaw,"Senior manager accounting policy,"
teco,job_classification,1687.ulaw,"Senior manager engineering,"
teco,job_classification,1688.ulaw,"Senior manager, solar operations."
teco,job_classification,1689.ulaw,Senior planner scheduler.
teco,job_classification,1690.ulaw,Senior plant operator.
teco,job_classification,1691.ulaw,"Senior project controls analyst,"
teco,job_classification,1692.ulaw,Senior project manager.
teco,job_classification,1693.ulaw,Senior recruiter.
teco,job_classification,1694.ulaw,"Senior regulatory accounting analyst, RH."
teco,job_classification,1695.ulaw,Senior resource planning specialist.
teco,job_classification,1696.ulaw,Senior safety and industrial health technician.
teco,job_classification,1697.ulaw,"Senior substation material specialist,"
teco,job_classification,1698.ulaw,"Senior systems analyst,"
teco,job_classification,1699.ulaw,Senior systems analyst contact center.
teco,job_classification,1700.ulaw,Senior systems analyst SharePoint administrator.
teco,job_classification,1701.ulaw,"Senior systems analyst, customer systems."
teco,job_classification,1702.ulaw,"Senior systems analyst, EMS."
teco,job_classification,1703.ulaw,Senior systems analyst enter application integration.
teco,job_classification,1704.ulaw,"Senior systems analyst, GIS,"
teco,job_classification,1705.ulaw,Senior systems analyst web developer.
teco,job_classification,1706.ulaw,"Senior systems analyst, work management,"
teco,job_classification,1707.ulaw,"Senior systems programmer,"
teco,job_classification,1708.ulaw,Senior tax analyst.
teco,job_classification,1709.ulaw,Senior technology analyst.
teco,job_classification,1710.ulaw,Senior telecom and cabling specialist.
teco,job_classification,1711.ulaw,"Senior telecom analyst,"
teco,job_classification,1712.ulaw,Senior telecom specialist.
teco,job_classification,1713.ulaw,"Senior tool repairman,"
teco,job_classification,1714.ulaw,"Senior transformer repairman,"
teco,job_classification,1715.ulaw,Senior treasury analyst.
teco,job_classification,1716.ulaw,Senior VP distributed energy and renewables.
teco,job_classification,1717.ulaw,Standards tech spec senior.
teco,job_classification,1718.ulaw,Strategic sourcing specialist.
teco,job_classification,1719.ulaw,Student Clerk BCE.
teco,job_classification,1720.ulaw,"Substation material specialist,"
teco,job_classification,1721.ulaw,Supervisor contact center.
teco,job_classification,1722.ulaw,"Superintendent fuel operations,"
teco,job_classification,1723.ulaw,"Superintendent generation,"
teco,job_classification,1724.ulaw,"Superintendent generation Polk,"
teco,job_classification,1725.ulaw,"Supervisor administrative services,"
teco,job_classification,1726.ulaw,"Supervisor billing and exceptions,"
teco,job_classification,1727.ulaw,Supervisor construction services.
teco,job_classification,1728.ulaw,Supervisor contact center support.
teco,job_classification,1729.ulaw,Supervisor contractor management.
teco,job_classification,1730.ulaw,Supervisor credit and collections and payments.
teco,job_classification,1731.ulaw,Supervisor critical claims.
teco,job_classification,1732.ulaw,"Supervisor, customer, engineer, rep."
teco,job_classification,1733.ulaw,"Supervisor distribution design,"
teco,job_classification,1734.ulaw,Supervisor document control and support services.
teco,job_classification,1735.ulaw,Supervisor DSO.
teco,job_classification,1736.ulaw,Supervisor EMS program support.
teco,job_classification,1737.ulaw,"Supervisor, EMS residential audit."
teco,job_classification,1738.ulaw,Supervisor ESO.
teco,job_classification,1739.ulaw,"Supervisor facilities services workforce planning,"
teco,job_classification,1740.ulaw,"Supervisor facilities project management,"
teco,job_classification,1741.ulaw,Supervisor facility services.
teco,job_classification,1742.ulaw,"Supervisor field construction,"
teco,job_classification,1743.ulaw,"Supervisor field operations,"
teco,job_classification,1744.ulaw,Supervisor field ops lead.
teco,job_classification,1745.ulaw,Supervisor fleet
teco,job_classification,1746.ulaw,"Supervisor generation,"
teco,job_classification,1747.ulaw,"Supervisor, GIS and mapping,"
teco,job_classification,1748.ulaw,"Supervisor graphic design,"
teco,job_classification,1749.ulaw,"Supervisor, lead facility services."
teco,job_classification,1750.ulaw,"Supervisor, lighting contractor management."
teco,job_classification,1751.ulaw,"Supervisor lighting design,"
teco,job_classification,1752.ulaw,"Supervisor, lighting maintenance."
teco,job_classification,1753.ulaw,Supervisor lighting ops.
teco,job_classification,1754.ulaw,"Supervisor, material research and recovery."
teco,job_classification,1755.ulaw,Supervisor meter services.
teco,job_classification,1756.ulaw,"Supervisor, meter services lead."
teco,job_classification,1757.ulaw,Supervisor multimedia video.
teco,job_classification,1758.ulaw,"Supervisor multimedia design,"
teco,job_classification,1759.ulaw,Supervisor network UCD design.
teco,job_classification,1760.ulaw,"Supervisor payroll,"
teco,job_classification,1761.ulaw,Supervisor planning and scheduling.
teco,job_classification,1762.ulaw,Supervisor plant accounting.
teco,job_classification,1763.ulaw,"Supervisor procurement administration,"
teco,job_classification,1764.ulaw,Supervisor restoration.
teco,job_classification,1765.ulaw,Supervisor restoration lead.
teco,job_classification,1766.ulaw,Supervisor revenue protection.
teco,job_classification,1767.ulaw,Supervisor RF Control Systems.
teco,job_classification,1768.ulaw,"Supervisor standards,"
teco,job_classification,1769.ulaw,Supervisor stores.
teco,job_classification,1770.ulaw,Supervisor stores Polk.
teco,job_classification,1771.ulaw,"Supervisor, substation engineer,"
teco,job_classification,1772.ulaw,"Supervisor substation lead,"
teco,job_classification,1773.ulaw,"Supervisor substation ops,"
teco,job_classification,1774.ulaw,"Supervisor, system protection and control."
teco,job_classification,1775.ulaw,"Supervisor technical training,"
teco,job_classification,1776.ulaw,Supervisor transmission planning.
teco,job_classification,1777.ulaw,"Supervisor, underground damage prevention,"
teco,job_classification,1778.ulaw,System protection and control spec two.
teco,job_classification,1779.ulaw,System protection and control spec three.
teco,job_classification,1780.ulaw,System planning and ops analyst.
teco,job_classification,1781.ulaw,"Systems analyst,"
teco,job_classification,1782.ulaw,Systems analyst ABAP develop.
teco,job_classification,1783.ulaw,Systems analyst consultant.
teco,job_classification,1784.ulaw,Systems analyst consultant contact center.
teco,job_classification,1785.ulaw,"Systems analyst consultant, EMS."
teco,job_classification,1786.ulaw,Systems analyst lead.
teco,job_classification,1787.ulaw,Systems analyst lead ABAP.
teco,job_classification,1788.ulaw,"Systems analyst lead, enter Colab."
teco,job_classification,1789.ulaw,"Systems analyst lead, web developer."
teco,job_classification,1790.ulaw,Systems analyst senior.
teco,job_classification,1791.ulaw,Systems analyst senior application development and support.
teco,job_classification,1792.ulaw,Systems analyst ABAP developer.
teco,job_classification,1793.ulaw,Systems analyst collaboration.
teco,job_classification,1794.ulaw,"Systems analyst, energy systems."
teco,job_classification,1795.ulaw,Systems analyst ETRM.
teco,job_classification,1796.ulaw,"Systems analyst, web developer,"
teco,job_classification,1797.ulaw,"Systems programmer lead,"
teco,job_classification,1798.ulaw,System support analyst lead.
teco,job_classification,1799.ulaw,"Tax administrator,"
teco,job_classification,1800.ulaw,Tax analyst.
teco,job_classification,1801.ulaw,Tax analyst senior utility.
teco,job_classification,1802.ulaw,"Technical and sales associate, Zapcap."
teco,job_classification,1803.ulaw,"Technical accounting manager,"
teco,job_classification,1804.ulaw,"Technical consultant, t."
teco,job_classification,1805.ulaw,"Technical support analyst senior,"
teco,job_classification,1806.ulaw,Technical trainer EHS and skills training.
teco,job_classification,1807.ulaw,"Technical trainer, ES."
teco,job_classification,1808.ulaw,Technical trainer senior EHS and skills training.
teco,job_classification,1809.ulaw,"Technical training coordinator,"
teco,job_classification,1810.ulaw,Technician two senior r h.
teco,job_classification,1811.ulaw,Technology analyst.
teco,job_classification,1812.ulaw,"Technology analyst two, resource management."
teco,job_classification,1813.ulaw,Technology analyst senior.
teco,job_classification,1814.ulaw,"Technology analyst senior, t."
teco,job_classification,1815.ulaw,Technology consultant.
teco,job_classification,1816.ulaw,"Technology consultant, e s."
teco,job_classification,1817.ulaw,Telecom broadband specialist.
teco,job_classification,1818.ulaw,Telecom electrician one.
teco,job_classification,1819.ulaw,Telecom electrician two.
teco,job_classification,1820.ulaw,Telecom specialist two senior.
teco,job_classification,1821.ulaw,Telecom technician.
teco,job_classification,1822.ulaw,Trainer ESO.
teco,job_classification,1823.ulaw,Transformer repairman.
teco,job_classification,1824.ulaw,Transmission field spec.
teco,job_classification,1825.ulaw,"Transmission support tech,"
teco,job_classification,1826.ulaw,Transmission system specialist.
teco,job_classification,1827.ulaw,VP customer experience.
teco,job_classification,1828.ulaw,VP Electric Delivery.
teco,job_classification,1829.ulaw,VP emerging technology.
teco,job_classification,1830.ulaw,VP Finance.
teco,job_classification,1831.ulaw,"VP Finance, Emera Caribbean."
teco,job_classification,1832.ulaw,"VP Gov, associate general counsel and corporate secretary."
teco,job_classification,1833.ulaw,VP IT and CIO.
teco,job_classification,1834.ulaw,"VP, legal and general counsel."
teco,job_classification,1835.ulaw,"VP regulatory affairs,"
teco,job_classification,1836.ulaw,VP safety.
teco,job_classification,1837.ulaw,VP state and community relations and economic development.
teco,job_classification,1838.ulaw,"VP strategy and business development,"
teco,job_classification,1839.ulaw,"Water and fuels analyst,"
teco,job_classification,1840.ulaw,"Weatherization program manager,"
thesl,callout_type,1001.ulaw,Normal.
thesl,callout_type,1007.ulaw,Call until notify.
thesl,callout_type,1010.ulaw,Standby.
thesl,callout_type,1014.ulaw,Travel.
thesl,callout_type,1016.ulaw,Fill shift.
thesl,callout_type,1025.ulaw,Notification.
thesl,callout_type,1110.ulaw,Planned overtime.
thesl,callout_type,1210.ulaw,Emergency.
thesl,callout_type,1212.ulaw,Emergency.
thesl,callout_type,1235.ulaw,Emergency response.
thesl,callout_type,1468.ulaw,Emergency callout.
thesl,company,1201.ulaw,Toronto Hydro
thesl,company,1265.ulaw,Press any key to continue.
thesl,job_classification,3000.ulaw,Cert crew leader line.
thesl,job_classification,3001.ulaw,"Certified power line person,"
thesl,job_classification,3100.ulaw,"Building system technician,"
thesl,job_classification,3101.ulaw,Cert crew leader meter.
thesl,job_classification,3102.ulaw,Certmeter mech tester apprentice.
thesl,job_classification,3103.ulaw,Certmeter mechanic tester.
thesl,job_classification,3104.ulaw,"Certified power cable person,"
thesl,job_classification,3105.ulaw,Certified power cable person apprentice.
thesl,job_classification,3106.ulaw,Certified power line person apprentice.
thesl,job_classification,3107.ulaw,"Charge hand construction,"
thesl,job_classification,3108.ulaw,Crew leader certified power cable.
thesl,job_classification,3109.ulaw,Crew leader plant mechanic.
thesl,job_classification,3110.ulaw,CUST and power system logistics dispatcher.
thesl,job_classification,3111.ulaw,"Customer service rep dispatcher, Shift."
thesl,job_classification,3112.ulaw,Custodian.
thesl,job_classification,3113.ulaw,Custodian PMA.
thesl,job_classification,3114.ulaw,Custodian a.
thesl,job_classification,3115.ulaw,Customer relations representative.
thesl,job_classification,3116.ulaw,Customer service and billing specialist.
thesl,job_classification,3117.ulaw,Customer service adviser.
thesl,job_classification,3118.ulaw,Dispatcher.
thesl,job_classification,3119.ulaw,Distribution system tech apprentice.
thesl,job_classification,3120.ulaw,"Distribution system technologist,"
thesl,job_classification,3121.ulaw,Facilities tech level two.
thesl,job_classification,3122.ulaw,Field service representative.
thesl,job_classification,3123.ulaw,"Field service representative, PMA."
thesl,job_classification,3124.ulaw,Fleet mechanic.
thesl,job_classification,3125.ulaw,Fleet utility hand.
thesl,job_classification,3126.ulaw,Line staker assistant.
thesl,job_classification,3127.ulaw,Logistics handler.
thesl,job_classification,3128.ulaw,"Maintenance electrician,"
thesl,job_classification,3129.ulaw,"M c o slash h e o,"
thesl,job_classification,3130.ulaw,"Meter installer,"
thesl,job_classification,3131.ulaw,"Meter stock hand,"
thesl,job_classification,3132.ulaw,"Painter,"
thesl,job_classification,3133.ulaw,PID inspector.
thesl,job_classification,3134.ulaw,"Pit inspector PMA,"
thesl,job_classification,3135.ulaw,Plant mechanic.
thesl,job_classification,3136.ulaw,Power system controller.
thesl,job_classification,3137.ulaw,Power system controller apprentice.
thesl,job_classification,3138.ulaw,"SRR Relief,"
thesl,job_classification,3139.ulaw,Streetlight line service technician.
thesl,job_classification,3140.ulaw,"Streetlight maintainer,"
thesl,job_classification,3141.ulaw,Supervisor construction and maintenance.
thesl,job_classification,3142.ulaw,"Supervisor distribution grid ops,"
thesl,job_classification,3143.ulaw,"Supervisor grid response,"
thesl,job_classification,3144.ulaw,"Supervisor, power system plan and logistics."
thesl,job_classification,3145.ulaw,Supervisor stations.
thesl,job_classification,3146.ulaw,"System response rep,"
thesl,job_classification,3147.ulaw,Welder.
tid,callout_type,1008.ulaw,Emergency.
tid,callout_type,1009.ulaw,All hands on deck.
tid,callout_type,1025.ulaw,Notification.
tid,callout_type,1538.ulaw,Emergency crew callout.
tid,callout_type,1539.ulaw,Emergency locate callout.
tid,callout_type,1540.ulaw,Emergency troubleshooter callout.
tid,callout_type,1541.ulaw,Mutual aid callout.
tid,company,1201.ulaw,T I d
tid,company,1265.ulaw,Press any key to continue.
tid,job_classification,3000.ulaw,Line supervisors as linemen.
ugi,callout_type,1001.ulaw,Normal.
ugi,callout_type,1007.ulaw,Call until notify.
ugi,callout_type,1008.ulaw,Emergency.
ugi,callout_type,1014.ulaw,Travel.
ugi,callout_type,1016.ulaw,Fill shift.
ugi,callout_type,1025.ulaw,Notification.
ugi,callout_type,1040.ulaw,Notification.
ugi,callout_type,1289.ulaw,Trouble call.
ugi,callout_type,1424.ulaw,Pre shift.
ugi,callout_type,1425.ulaw,Crew assembly.
ugi,callout_type,1426.ulaw,"Assembly notification,"
ugi,callout_type,1583.ulaw,Trouble.
ugi,callout_type,1584.ulaw,Emergency matrix notification.
ugi,callout_type,1719.ulaw,Compliance.
ugi,company,1201.ulaw,UGI Utilities.
ugi,company,1265.ulaw,Press any key to continue.
ugi,job_classification,1006.ulaw,"Apprentice, start, u n."
ugi,job_classification,1011.ulaw,"Apprentice one,"
ugi,job_classification,1012.ulaw,"Apprentice one, u n."
ugi,job_classification,1013.ulaw,Apprentice two.
ugi,job_classification,1014.ulaw,"Apprentice two, u n."
ugi,job_classification,1015.ulaw,Apprentice three.
ugi,job_classification,1016.ulaw,"Apprentice three, u n,"
ugi,job_classification,1017.ulaw,Apprentice start nonunion.
ugi,job_classification,1018.ulaw,Buildings and ground lead.
ugi,job_classification,1019.ulaw,Buildings and grounds rep two.
ugi,job_classification,1020.ulaw,C and M foreman.
